#Wave		#Intensity
1602.984375	21326.269531
1601.278320	21343.775391
1599.571289	21634.474609
1597.863281	21547.357422
1596.155273	21709.568359
1594.446289	21892.097656
1592.737305	22029.365234
1591.028320	21787.818359
1589.318359	22105.623047
1587.608398	22101.498047
1585.897461	21842.644531
1584.186523	21749.814453
1582.475586	21798.150391
1580.763672	21756.283203
1579.050781	21903.468750
1577.337891	21964.808594
1575.625000	21831.359375
1573.911133	21821.484375
1572.197266	21824.685547
1570.482422	21793.027344
1568.767578	21884.796875
1567.051758	21858.941406
1565.335938	21878.085938
1563.620117	21762.291016
1561.903320	21717.625000
1560.186523	21687.480469
1558.468750	21571.814453
1556.750977	21812.748047
1555.032227	21807.228516
1553.313477	21897.318359
1551.593750	21955.500000
1549.874023	21918.089844
1548.154297	21811.214844
1546.433594	21948.960938
1544.711914	21709.025391
1542.991211	21744.027344
1541.268555	21807.931641
1539.546875	21734.460938
1537.824219	21786.769531
1536.100586	21850.607422
1534.376953	21862.406250
1532.652344	21755.771484
1530.927734	21978.386719
1529.203125	21613.388672
1527.477539	21603.580078
1525.751953	21611.087891
1524.025391	21830.623047
1522.298828	21754.427734
1520.571289	21738.820312
1518.843750	21765.015625
1517.116211	21526.064453
1515.387695	21768.380859
1513.658203	21859.351562
1511.929688	22010.748047
1510.199219	21964.857422
1508.469727	22009.650391
1506.738281	21686.103516
1505.007812	21920.806641
1503.275391	21905.175781
1501.543945	21964.308594
1499.811523	22299.365234
1498.078125	21973.271484
1496.345703	22275.111328
1494.611328	22167.484375
1492.876953	22144.623047
1491.142578	22047.128906
1489.407227	22172.119141
1487.671875	22307.087891
1485.936523	22322.933594
1484.199219	22053.404297
1482.462891	22548.134766
1480.725586	22324.546875
1478.987305	22572.494141
1477.250000	22294.572266
1475.510742	22655.537109
1473.771484	22525.208984
1472.032227	22407.826172
1470.291992	22475.109375
1468.551758	22246.199219
1466.811523	22450.800781
1465.070312	22453.666016
1463.328125	22546.595703
1461.585938	22320.750000
1459.843750	22372.224609
1458.100586	22366.527344
1456.357422	22419.386719
1454.613281	22666.398438
1452.868164	22339.451172
1451.124023	22573.509766
1449.378906	22507.837891
1447.632812	22449.328125
1445.886719	22628.986328
1444.139648	22397.970703
1442.392578	22208.404297
1440.645508	22600.289062
1438.897461	22303.923828
1437.149414	22436.380859
1435.400391	22195.732422
1433.651367	22076.197266
1431.901367	22218.566406
1430.151367	22093.390625
1428.400391	22221.457031
1426.649414	22045.148438
1424.898438	21985.501953
1423.146484	22254.195312
1421.393555	22048.167969
1419.640625	22151.921875
1417.887695	22130.646484
1416.133789	22068.203125
1414.379883	22075.343750
1412.625000	22196.005859
1410.870117	22085.351562
1409.114258	22112.332031
1407.358398	22154.896484
1405.601562	22393.070312
1403.844727	22455.378906
1402.087891	22167.673828
1400.330078	22392.908203
1398.571289	22518.890625
1396.812500	22351.728516
1395.053711	22337.521484
1393.293945	22403.982422
1391.534180	22468.990234
1389.773438	22573.566406
1388.012695	22252.464844
1386.250977	22694.904297
1384.489258	22609.953125
1382.727539	22526.457031
1380.964844	22685.964844
1379.201172	22401.953125
1377.437500	22589.642578
1375.673828	22682.666016
1373.909180	22650.046875
1372.143555	22617.443359
1370.378906	22663.837891
1368.612305	22724.306641
1366.846680	22968.000000
1365.079102	22838.097656
1363.312500	22702.623047
1361.544922	22655.957031
1359.776367	22634.660156
1358.007812	22695.031250
1356.238281	22573.796875
1354.468750	22580.675781
1352.699219	22704.312500
1350.928711	22630.984375
1349.158203	22601.277344
1347.386719	22297.470703
1345.615234	22585.470703
1343.842773	22481.328125
1342.069336	22409.544922
1340.296875	22458.562500
1338.523438	22294.156250
1336.749023	22114.396484
1334.974609	22460.921875
1333.199219	22487.421875
1331.423828	22463.417969
1329.648438	22286.593750
1327.872070	22378.994141
1326.094727	22210.685547
1324.317383	22283.439453
1322.540039	22482.214844
1320.761719	22322.406250
1318.983398	22515.464844
1317.204102	22380.917969
1315.424805	22533.279297
1313.644531	22503.708984
1311.864258	22685.326172
1310.083008	22567.642578
1308.301758	22325.613281
1306.519531	22616.128906
1304.737305	22632.667969
1302.955078	22466.224609
1301.171875	22855.617188
1299.387695	22810.650391
1297.603516	22788.033203
1295.819336	22844.958984
1294.034180	22786.074219
1292.249023	22922.455078
1290.462891	23178.666016
1288.676758	22668.128906
1286.889648	22874.103516
1285.102539	23144.052734
1283.314453	23142.273438
1281.526367	23165.554688
1279.737305	23262.599609
1277.948242	23060.378906
1276.158203	23107.308594
1274.368164	23098.574219
1272.578125	23107.919922
1270.787109	23014.378906
1268.995117	22848.609375
1267.203125	22880.236328
1265.411133	22714.582031
1263.618164	22743.447266
1261.825195	22775.072266
1260.031250	23066.255859
1258.236328	22688.388672
1256.442383	22670.050781
1254.646484	22683.621094
1252.851562	22767.902344
