#Time		#Wave		#Intensity
0.000000	3003.436768	6187.624023
0.000000	3002.067627	6323.995605
0.000000	3000.697510	6427.980957
0.000000	2999.327393	6237.491211
0.000000	2997.957275	6165.195312
0.000000	2996.587158	6345.442383
0.000000	2995.216064	6205.954590
0.000000	2993.843994	6257.187988
0.000000	2992.472900	6074.214844
0.000000	2991.100830	6368.657227
0.000000	2989.728760	6292.799316
0.000000	2988.355713	6365.732910
0.000000	2986.982666	6288.095703
0.000000	2985.609619	6304.784180
0.000000	2984.236572	6328.716309
0.000000	2982.862549	6394.323242
0.000000	2981.488525	6352.989258
0.000000	2980.113525	6335.225098
0.000000	2978.739502	6406.217285
0.000000	2977.364502	6305.152344
0.000000	2975.988525	6381.548828
0.000000	2974.612549	6436.190918
0.000000	2973.236572	6405.758789
0.000000	2971.860596	6511.023926
0.000000	2970.483643	6500.483398
0.000000	2969.106689	6513.455078
0.000000	2967.729736	6517.380859
0.000000	2966.351807	6539.378906
0.000000	2964.973877	6443.908691
0.000000	2963.595947	6547.210938
0.000000	2962.217041	6641.434082
0.000000	2960.838135	6594.761230
0.000000	2959.459229	6699.760742
0.000000	2958.079346	6635.045410
0.000000	2956.699463	6548.704590
0.000000	2955.319580	6669.878418
0.000000	2953.938721	6671.950684
0.000000	2952.557861	6641.562012
0.000000	2951.177002	6735.585938
0.000000	2949.796143	6595.244629
0.000000	2948.414307	6689.234863
0.000000	2947.031494	6819.214355
0.000000	2945.649658	6621.310059
0.000000	2944.266846	6509.935547
0.000000	2942.884033	6585.853027
0.000000	2941.500244	6733.733887
0.000000	2940.116455	6744.779785
0.000000	2938.732666	6759.417969
0.000000	2937.348877	6714.690430
0.000000	2935.964111	6678.974609
0.000000	2934.579346	6828.459473
0.000000	2933.193604	6627.363770
0.000000	2931.807861	6780.384766
0.000000	2930.422119	6807.567871
0.000000	2929.036377	6762.888184
0.000000	2927.649658	6680.516113
0.000000	2926.262939	6763.359863
0.000000	2924.875244	6837.190430
0.000000	2923.487549	6832.023926
0.000000	2922.099854	6756.886719
0.000000	2920.712158	6717.658691
0.000000	2919.323486	6825.502930
0.000000	2917.934814	7024.737305
0.000000	2916.545166	6705.838867
0.000000	2915.156494	6896.046875
0.000000	2913.766846	6998.373535
